ETagGantryID,LinkID,LocationType,PositionLon,PositionLat,RoadID,RoadName,RoadClass,RoadDirection,Start,End,LocationMile,LocationMile_Numeric
03F4142S,0000300041400T,4,120.52616,22.579586,000030,國道3號,0,S,麟洛,竹田系統,414K+200,414200
03F4168S,0000300041700T,4,120.52456,22.557186,000030,國道3號,0,S,竹田系統,崁頂,416K+800,416800
03F4232S,0000300042300T,4,120.52577,22.501368,000030,國道3號,0,S,崁頂,南州,423K+200,423200
03F4263S,0000300042600T,4,120.530846,22.47466,000030,國道3號,0,S,南州,林邊,426K+300,426300
05F0000S,0000501001000A,4,121.62302,25.035183,000050,國道5號,0,S,南港系統,石碇,0K+000,0
05F0055S,0000500000500F,4,121.652084,24.996504,000050,國道5號,0,S,石碇,坪林交控中心專用道,5K+500,5500
05FR113S,0000501005010G,4,121.78202,24.73379,000050,國道5號,0,S,宜蘭(四城、大福),宜蘭(壯圍),11K+300,11300
05F0287S,0000500002820G,4,121.789185,24.842714,000050,國道5號,0,S,坪林交控中心專用道,頭城,28K+700,28700
05F0309S,0000500003100G,4,121.78635,24.823656,000050,國道5號,0,S,頭城,宜蘭(四城、大福),30K+900,30900
05F0439S,0000500004400G,4,121.78946,24.710684,000050,國道5號,0,S,宜蘭(壯圍),羅東,43K+900,43900
05F0494S,0000500004900G,4,121.79991,24.66258,000050,國道5號,0,S,羅東,蘇澳,49K+400,49400
